Book_ID,Title,Authors,LoCC,Keyword,Snippet
60121,The Glory of Clementina Wing,"Locke, William John",PR,anodyne,"had so grievously insulted. She greeted him with both hands outstretched. Without him Paris had been a desert. Why had he not sent her the smallest, tiniest line of news? Ah! she understood. It had been a sojourn of pain. Never mind. Paris, she hoped, would prove to be an anodyne. Only if she would administer it in the right doses; said Quixtus gallantly. Dressed with exquisite demureness, she found favour in his sight. He realised with a throb of thanksgiving that henceforward he could meet her on equal terms—as an honourable gentleman—no grotesque devilry haunting the back of his mind"
60123,The Wonderful Year,"Locke, William John",PR,anodyne,"first. “Perhaps you really have progressed a bit since we started.” “I was doing my best to tell you, when you switched off onto this idiot circuit.” Suddenly she put out her hand. “Don’t let us quarrel, Martin. What has been joy and wonder to you has been merely an anodyne to me. I’m about the most miserable girl in France.” “I wish you had told me something of this before,” said Martin, “because I’ve been feeling myself the happiest man. . . .” CHAPTER IV “THERE is six o’clock striking and those English have not yet arrived.” Thus spake Gaspard-Marie"
60123,The Wonderful Year,"Locke, William John",PR,anodyne,"dear fellow,” said Fortinbras benevolently. “And what about yourself?” asked Martin. “What about your pursuit of happiness?” “I am studying Arabic,” replied Fortinbras, “and discussing philosophy with one Abu Mohammed, a very learned Doctor of Theology, with a very long white beard, from whose sedative companionship I derive much spiritual anodyne.” * * * * * Soon after this the whole Semiramis party packed up their traps and went by night train to Luxor. There they settled down for a while and did the things that the floating population of Luxor do. They rode on donkeys and on camels and they"
60146,The Secret Way,"Gale, Zona",PS,poppy,"that which the wildwood let me see. (O Little Wind that brought me what it said!) III: NIGHT IS HERE Night is here and star-rise And demeanour of the dark. Visioned by my closed eyes Now I lie within an arc. Lyric loom, All the silence is a-hark For a poppy bud to bloom In some flowery harmony Woven through this quiet room. Prick of light and shadow take me, Fire and stars and voices keep, Fairy clamour will not wake me ... ... Sleep. But that warm grave of sleep Nothing save myself immures. Singing light and dreaming deep Now"
60168,Mrs. Ames,"Benson, E. F. (Edward Frederic)",PR,narcotic,"strange fascination and excitement at the thought of shouting and interrupting at a public meeting, of becoming for the first time of some consequence, began to seethe and ferment. Most of the members were women, whose lives had been passed in continuous self-repression, who had been frozen over by the narcotic ice of a completely conventional and humdrum existence. Many of them were unmarried and already of middle-age; their natural human instincts had never known the blossoming and honey which the fulfilment of their natures would have brought. To the eagerness and sincerity with which they welcomed a work that demanded"
60248,The Messiah of the Cylinder,"Rousseau, Victor",PS,narcotic,"shaft, and David handed me a typical twentieth-century cigar. “In a sense, this is one of our compromises,” he said, as we sat down in the adjoining room. “Doctor Sanson wants to forbid the use of nicotine as impairing the productive efficiency of the race. But the Council thinks the narcotic has a restraining influence—” He broke off as Elizabeth looked at him rather significantly. “I understand, then, that the old tendencies toward the illogical and the unnecessary have not been entirely conquered?” I asked. “No, no!” said David emphatically. “Private apartments, for instance, instead of the phalanstery. And then the"
60294,Welsh Rarebit Tales,"Cummins, Harle Oren",PS,opium,"Turkish rugs; Bagdad curtains and Eastern ornaments were hung about the walls. The final appearance of the room was totally different from the little holes in the wall found in the Chinatown of nearly all the large cities, but its object was the same. Here men and women could smoke opium from morning till night, and with the additional advantage that no one would disturb them. There was no danger of the place being raided and their names appearing in the next morning’s police-court items. On one of the walls was arranged a set of bunks on which the sleepers could"
60294,Welsh Rarebit Tales,"Cummins, Harle Oren",PS,opium,"reeled; and as long as he had the money to pay for more no one would stop him. Every drug and narcotic, whose sale is guarded by the laws of the United States and other civilized countries, was to be sold as freely as the chocolates of the confectioner. Cocaine, opium, laudanum, and morphine were laid in in bulk for the use of the passengers of the “Lawless,” without limit or restriction. In fact, there was wine for the drinker, women for him who wanted company, song for him who would sing, and each and every other evil thing ever devised"
60294,Welsh Rarebit Tales,"Cummins, Harle Oren",PS,opium,"whirling wheels, or sitting about the tables with the light of greed in their eyes. Here a woman laughed shrilly as the croupier pushed toward her a pile of money, while beside her a man cursed his luck in language which would have shamed a demon. They went to the opium den and saw men and women, some safely tucked away on the little shelves, others sitting on low divans, while half a dozen grinning Chinamen cooked the little brown beads and brought to them. They went into other rooms, seeing sights which I will not describe, and everywhere suggestive songs"
60294,Welsh Rarebit Tales,"Cummins, Harle Oren",PS,morphine,"long as he had the money to pay for more no one would stop him. Every drug and narcotic, whose sale is guarded by the laws of the United States and other civilized countries, was to be sold as freely as the chocolates of the confectioner. Cocaine, opium, laudanum, and morphine were laid in in bulk for the use of the passengers of the “Lawless,” without limit or restriction. In fact, there was wine for the drinker, women for him who wanted company, song for him who would sing, and each and every other evil thing ever devised by a wicked"
60294,Welsh Rarebit Tales,"Cummins, Harle Oren",PS,narcotic,"management refused to serve him anything more, and he would have to go elsewhere. Here one could swill brandy, absinthe, bhang, or any other nerve-destroying drink until his brain reeled; and as long as he had the money to pay for more no one would stop him. Every drug and narcotic, whose sale is guarded by the laws of the United States and other civilized countries, was to be sold as freely as the chocolates of the confectioner. Cocaine, opium, laudanum, and morphine were laid in in bulk for the use of the passengers of the “Lawless,” without limit or restriction."
60294,Welsh Rarebit Tales,"Cummins, Harle Oren",PS,laudanum,"and as long as he had the money to pay for more no one would stop him. Every drug and narcotic, whose sale is guarded by the laws of the United States and other civilized countries, was to be sold as freely as the chocolates of the confectioner. Cocaine, opium, laudanum, and morphine were laid in in bulk for the use of the passengers of the “Lawless,” without limit or restriction. In fact, there was wine for the drinker, women for him who wanted company, song for him who would sing, and each and every other evil thing ever devised by"
60421,Security,"Walton, Bryce",PS,narcotic,"here two years ago, for security you know. Nemerov never mentioned his wife and kids any more. From the behavior of Nemerov and most of the others, you would think the outside no longer existed. Cardoza, the cybernetic genius, came up, his eyes glazed with the effects of some new narcotic that Oliver Dutton, world renowned biochemist, had cooked up for want of anything better to do. The wives of two other scientists hung on Cardoza's arms, their bodies mostly bare, their eyes dulled as they wandered about the room like radar for the promise of some emotional oasis in the"
60457,When I Was a Little Girl,"Gale, Zona",PZ; PS,poppy,"that they were obliged to have her play with them because she was the princess, and not because they wanted her. When they played at hide-and-go-seek in a flower bed, somehow the others always hid together in the big flowers, and the princess hid alone in a tulip or a poppy. And whenever they whispered among themselves, she always fancied that they were whispering of her. She imagined herself often looked at with a smile or a shrug; she began to believe that she was not wanted but only endured because she was the princess, and she was certain that no"
60483,Antic Hay,"Huxley, Aldous",PR,heroin,"Piccadilly run to as much as three or four pounds a square foot. Meanwhile, all the beauty imagined by Nash has departed, and chaos and barbarism once more reign supreme, even in Regent Street. The ghost of Gumbril Senior stalked across the room. Who lives longer: the man who takes heroin for two years and dies, or the man who lives on roast beef, water and potatoes till ninety-five? One passes his twenty-four months in eternity. All the years of the beef-eater are lived only in time. “I can tell you all about heroin,” said Mrs. Viveash. Lady Capricorn, he understood,"
60483,Antic Hay,"Huxley, Aldous",PR,heroin,"Who lives longer: the man who takes heroin for two years and dies, or the man who lives on roast beef, water and potatoes till ninety-five? One passes his twenty-four months in eternity. All the years of the beef-eater are lived only in time. “I can tell you all about heroin,” said Mrs. Viveash. Lady Capricorn, he understood, was still keeping open bed. How Rubens would have admired those silk cushions, those gigantic cabbage roses, those round pink pearls of hers, vaster than those that Captain Nemo discovered in the immemorial oyster! And the warm dry rustle of flesh over flesh"
60483,Antic Hay,"Huxley, Aldous",PR,anodyne,"said, “Perhaps. And one doesn’t die, you know. One doesn’t die.” Lypiatt was leaning back, staring fixedly up at her. The tears were dry on his face, his cheeks were flushed. “Do you know what it is,” he asked, “to love so much, that you begin to long for the anodyne of physical pain to quench the pain in the soul? You don’t know that.” And suddenly, with his clenched fist, he began to bang the wooden dais on which he was kneeling, blow after blow, with all his strength. Mrs. Viveash leant forward and tried to arrest his hand. “You’re"
60487,Verses,"Belloc, Hilaire",PR,opium,"breeze. “Can this be Oxford? This the place?” (He cries) “of which my father said The tutoring was a damned disgrace, The creed a mummery, stuffed and dead? “Can it be here that Uncle Paul Was driven by excessive gloom, To drink and debt, and, last of all, To smoking opium in his room? “Is it from here the people come, Who talk so loud, and roll their eyes, And stammer? How extremely rum! How curious! What a great surprise. “Some influence of a nobler day Than theirs (I mean than Uncle Paul’s), Has roused the sleep of their decay, And"
60537,Scenes and Portraits,"Manning, Frederic",PR,narcotic,"subtile and insidious mind. A certain temper is created in him. He becomes receptive of Catholic ideas, and one watches him progressing more or less unconsciously toward Rome, blind to his master's casuistry by reason of the ineffable charm. He is like one implected with a morbid craving for some narcotic drug, gradually increasing the dose as its effect lessens. Liberal Catholics are the lures for such. Your Holiness had good reason for saying that the Church had been founded by successive heresies. The first step to a conversion is always a misunderstanding."" ""It is perfectly true,"" said Leo; ""but Liberal"
60612,A Maid in Arcady,"Barbour, Ralph Henry",PS,narcotic,"But I am here and I am bored; and surely you haven’t so many excitements, so many engagements in the mornings but that you can spend a few moments communing with nature here at the pool? Of course, I don’t recommend myself as an excitement; perhaps I’m more of a narcotic; but I’ll do anything in my power to amuse you! I’ll――I’ll even tell you fairy stories or sing to you; and I’ve never done either in my life!” “That is indeed an inducement then,” she laughed. “But――good-bye.” “You won’t?” “Do you think it likely?” she asked a trifle haughtily. “Not"
60663,Sonnets and Verse,"Belloc, Hilaire",PR,opium,"breeze. “Can this be Oxford? This the place?” (He cries) “of which my father said The tutoring was a damned disgrace, The creed a mummery, stuffed and dead? “Can it be here that Uncle Paul Was driven by excessive gloom, To drink and debt, and, last of all, To smoking opium in his room? “Is it from here the people come, Who talk so loud, and roll their eyes, And stammer? How extremely rum! How curious! What a great surprise. “Some influence of a nobler day Than theirs (I mean than Uncle Paul’s), Has roused the sleep of their decay, And"
60796,The Second Mate,"Bedford-Jones, H. (Henry)",PS,opium,"erratic list to starboard; her pumps could barely keep down the water that seeped through her loose plates; but she was going. Just to be going was an achievement for the _Sulu Queen_. She was certain not to be going for very long. Her Macaense--or Portuguese Eurasian--skipper was enjoying an opium dream in his cabin. Her chief engineer, a one-eyed Cyclops who had long since buried his Glasgow accent under a maze of tropic profanity, was dead drunk. Her black gang was composed of Macao coolies. Her men forward were lascars, under a mild-eyed Malay serang who was an escaped murderer"
60796,The Second Mate,"Bedford-Jones, H. (Henry)",PS,opium,"Barnes. ""Maste', you watch out velly sha'p!"" exclaimed Li Fu, low-voiced, tense. ""Bad piecee bobbery kick up, mebbeso two bells this afte'noon! I think mebbeso all hands talkee-talkee make fo' mutiny. Cap'n he say fo' tell you come see him."" ""You tell the skipper to go to hell,"" said Barnes. ""Opium crazy, that's what he is. Mutiny. Good gosh, we've nothing to mutiny for!"" ""Cap'n he say head in fo' Sesajap,"" persisted the Chinaman. Jim Barnes groaned. ""Head in for Sesajap, eh? Heading in for Borneo--the skipper changed the course, did he? That why we're turning?"" Li Fu nodded, beady eyes"
60796,The Second Mate,"Bedford-Jones, H. (Henry)",PS,opium,"answered the serang. ""He is very clever. A friend of his, also a member of the Lim family, is to meet us near Bunju Island with a junk of which he is cap'n. Since the arrangement is all Lim Tock's, he deserves to command. It was he who got the opium put aboard at Macao."" ""One thing,"" put in the third, his dark and muddy eyes gleaming. ""The two white women! Surely they are not to be killed?"" ""One does not waste the gifts of Allah,"" said Gajah sententiously. ""The one with yellow hair goes to me; the other, who blushes"
60796,The Second Mate,"Bedford-Jones, H. (Henry)",PS,opium,"the matter."" Meantime, in the chart-house Li Fu had delivered the second mate's message to the befuddled skipper, who sat dreamily over his charts. The message was literally delivered, but it could not stir the captain into action. He was lost in the reverie of contemplation that comes of good opium; not actual dreams, as some think, but a complacent sweetishness in the mind that shoves aside all immediate problems and refuses to take a crisis seriously. The captain, indeed, was a lost soul. Usually your opium-eater cannot smoke the drug at all, and the smoker cannot attain Nirvana by eating"
60796,The Second Mate,"Bedford-Jones, H. (Henry)",PS,opium,"""My savvy lascar talk plenty."" ""Oh! Understand Malay, do you? Good work. What reason have they to mutiny?"" Hi John had picked up a good deal of information. He knew that the rich boxes of the merchant Abdullah were to be looted, and that there was a large amount of opium down below, to be transferred to a Chinese junk and landed somewhere along the Bornean coast. Undoubtedly, the _Sulu Queen_ was to be stripped of everything valuable, then quietly sunk in deep water. Lim Tock was in it, the serang Gajah was in it, and the Chinese junk was in"
60796,The Second Mate,"Bedford-Jones, H. (Henry)",PS,opium,"there will be some trouble, the other officers----"" ""Nix,"" said Barnes. ""Good Lord, girl! Haven't you seen already what sort o' swine the others are? Hear that so-called wireless officer scream? He's still off his head--and couldn't send a message if he were sane. And the old man's soggy with opium. Here you are! Step on this water breaker, and over into her; she's solid."" Indeed, his words were given emphasis by the screaming of the wireless man, which had broken out anew down below. Miss Sayers stepped to the breaker, and Barnes helped her up into the boat. Then he"
60796,The Second Mate,"Bedford-Jones, H. (Henry)",PS,opium,"course and then delivered himself of a matter which drew Barnes' immediate and earnest attention. The quartermaster had discovered that the captain had changed the course of the _Sulu Queen_ toward Borneo by reason of something the serang Gajah had said to him. Further, he knew that there was much opium on the steamer, which Lim Tock meant to transfer to a junk which was to meet her somewhere. Putting these facts together, the inference was that the _Sulu Queen_ was to meet the junk somewhere near the mouth of the Sesajap, for which the skipper had headed her. ""I don't"
60796,The Second Mate,"Bedford-Jones, H. (Henry)",PS,opium,"shot rang out from the pursuing boats, which were filled with men. He could picture well enough what had happened. Lim Tock, unable to repair the smashed engines of the _Sulu Queen_, had sunk her. Into the boats had piled the lascars and the yellow men, with their loot and opium, and started for the coast. They must have met the junk during the day, put the loot aboard her, heard of the whaleboat, and had come to seek her. Lim Tock would not dare to let her escape to carry tales. ""And now they've found us right enough!"" he thought."
60802,Colin,"Benson, E. F. (Edward Frederic)",PR,narcotic,"and sky melted into each other. As yet he wanted neither man nor woman, the exquisite physical conditions of the southern summer were in themselves the restoration he needed, with a truce from all human entanglements. Potent, indeed, was their efficacy; they ran through his heart like wine, rejuvenating and narcotic together, and to-day he could scarcely credit that a fortnight of eventless existence had flowed over him in one timeless moment of magic, of animal, unreflecting happiness. Curious good fortune in elementary material ways had attended him. On the very day of his arrival, as he strolled out from his"
60904,A Book,"Barnes, Djuna",PS,paregoric,"plans for the haying season, for his crops, but he gave them over to his farm hands, who, left to themselves, wandered aimlessly home at odd hours. About six months later he took to his bed. His aunts came, testing with their withered noses the smell of decaying wood and paregoric, whispering that “he never used to get like this.” Raising their ample shoulders to ease the little black velvet straps that sunk into their flesh, they sat on either side of his bed. They looked at each other in a pitifully surprised way. They had never seen illness, and death"
60904,A Book,"Barnes, Djuna",PS,opium,"Then I met Amelia, by the same high fence in the same park, and I bowed to her in an almost military fashion, my heels close together—— VERA—And you never did anything wild, insane—— THE DOVE—It depends on what you call wild, insane—— VERA—[_With great excitement._] Have you ever taken opium or hasheesh? THE DOVE—[_As if answering._] There are many kinds of dreams—in one you laugh, in another you weep—— VERA—[_Wringing her hands._] Yes, yes, once I dreamed. A dream in the day, with my eyes wide open. I dreamt I was a Dresden doll and that I had been blown"
60904,A Book,"Barnes, Djuna",PS,morphine,"at once. He pulled at his moustache and sniffed. “I can smell the hedges—ah, the country is a gay deceiver—it smells pleasant enough, but it’s treacherous. The country, my dear Emma, has done more to corrupt man, to drag him down, to turn him loose upon his lower instincts, than morphine, alcohol and women. That’s why I like it, that’s why it’s the perfect place for women. They are devils and should be driven out, and as there’s more room in the country and consequently less likelihood of driving them out in too much of a hurry, there is more time"
60950,Footlights,"Weiman, Rita",PS,narcotic,"homage a charming actress always receives from men a bit jaded, Cunningham’s probing glance warmed and a smile softened his sharply determined mouth. He sent her flowers and books as a matter of course. Wherever they went he surrounded her with an atmosphere of unconscious luxury that was like a narcotic. And finally at the house of the fir trees, instead of that diamond-lighted district bounded by the Forties, he gave the supper-party they had planned the night of their meeting. Ted Thorne was there and Lilla Grant, ingénue of the company, a sinuous little thing with pert nose, full Oriental"
61014,Zarah the Cruel,"Conquest, Joan",PR,narcotic,"of the tiger-cat’s gentle heart, give unto her a few drops of the sweet water prescribed thee by yon old herbalist for sleep?” Yussuf smiled as best he could for the distortion of his mouth, as he searched in his cummerbund and pulled out a flask, filled with the strong narcotic he took to still the throbbing of his torn nerves when the wind blew from the north. “’Tis overpowerful, little brother. A drop too little and she wakes from her sleep like a tigress bereft of her cubs; a drop too much and she wakes not at all.” “Twenty drops"
61051,Out of Mind,"Stuart, William W.",PS,narcotic,"primary duties--"" ""All right. You are familiar with hypnotics. You use them all the time in legal questions, crime, employment interviewing in depth and so on. Naturally. And you are also aware of various measures--yes, yes, I know they are specifically barred by the Public Safety Amendment--some mechanical and some narcotic, that may be taken to counteract or prevent hypnosis. So. My question is this. Would such measures as your low power, hyper-electronic broadcast and your anti-hypnotic drugs be effective against the spell or illusion the inhabitants of Nirva use on visitors and, perhaps, themselves?"" ""Well, now, Secad Screed, that is"
61110,Tybalt,"Barr, Stephen",PS,heroin,"is it?"" he asked. ""That,"" said the principal, ""is something for our friends upstairs in the chemistry department to determine. I found it myself, in the flowerbed right outside these windows!"" Howard Dax looked puzzled. ""I don't think I understand--"" ""If I don't miss my bet,"" said the principal, ""that's heroin!"" He jerked his head towards the windows. ""And somebody threw it out of this classroom!"" ""Oh, I don't think it's heroin, Mr. Lightstone,"" Dax said. ""Heroin has a distinct glitter, and this seems--"" ""I had the impression you were a physicist, not a chemist,"" the principal said. ""Besides, the police"
61110,Tybalt,"Barr, Stephen",PS,heroin,"found it myself, in the flowerbed right outside these windows!"" Howard Dax looked puzzled. ""I don't think I understand--"" ""If I don't miss my bet,"" said the principal, ""that's heroin!"" He jerked his head towards the windows. ""And somebody threw it out of this classroom!"" ""Oh, I don't think it's heroin, Mr. Lightstone,"" Dax said. ""Heroin has a distinct glitter, and this seems--"" ""I had the impression you were a physicist, not a chemist,"" the principal said. ""Besides, the police told us last week that they believe a gang of narcotics pushers--I think they called them--are operating in the neighborhood! What"
61110,Tybalt,"Barr, Stephen",PS,heroin,"flowerbed right outside these windows!"" Howard Dax looked puzzled. ""I don't think I understand--"" ""If I don't miss my bet,"" said the principal, ""that's heroin!"" He jerked his head towards the windows. ""And somebody threw it out of this classroom!"" ""Oh, I don't think it's heroin, Mr. Lightstone,"" Dax said. ""Heroin has a distinct glitter, and this seems--"" ""I had the impression you were a physicist, not a chemist,"" the principal said. ""Besides, the police told us last week that they believe a gang of narcotics pushers--I think they called them--are operating in the neighborhood! What else could it be? I've"
61110,Tybalt,"Barr, Stephen",PS,heroin,"""Well, answer me, sir!"" the principal said loudly. ""You didn't ask me anything,"" the boy said in a low voice. ""You told me."" The principal pushed his lips out and breathed deeply. He took something from his pocket and held it up. Dax saw it was the packet of alleged heroin. ""Did you throw this out of the window of Mr. Dax's class room?"" The boy looked at it incomprehendingly and shook his head. ""Do you know what it is? Have you seen this packet before?"" ""No, Mr. Lightstone...."" ""You sound uncertain. Think carefully, Mallison."" The principal put the packet on"
61110,Tybalt,"Barr, Stephen",PS,heroin,"instead of holding a kind of star chamber inquisition? It's ... it's _medieval_!"" Mr. Lightstone glared at him in astonishment. Dax had a sudden thought. ""The chemistry lab is right over my class room,"" he said. ""Why couldn't the packet have fallen from there?"" ""What would _they_ be doing with heroin?"" ""But we don't know yet that--"" The principal interrupted him and swept his arm in a gesture of all-inclusive condemnation. ""We will in good time! But if you have never seen guilt before, you see it now!"" He looked at the startled young faces with abhorrence. ""Look at them!"" *"
61201,Weeds,"Kelley, Edith Summers",PS,poppy,"think of a wild rose. Dan Pooler could not take his eyes from her and insisted on being her partner in every dance, until toward the end of the evening the two disappeared entirely from the dancing floor. Judith in red and white shone in her dark loveliness like a poppy among weeds. Something more than her beauty set her apart from the others: an ease and naturalness of movement, a freedom from constraint, a completeness of abandon to the fun and merrymaking, to which these daughters of toil in their most hectic moments could never attain. Somehow, in spite of"
61201,Weeds,"Kelley, Edith Summers",PS,poppy,"him, as to Judith, a triumphal progress. She was wearing a new dress of white with tiny red dots, and a sunbonnet that she had cunningly contrived out of a big red bandana handkerchief. Under the red sunbonnet her dark yet delicate beauty glowed like the silken flame of a poppy. Standing back behind its two gloomy hemlock trees, the little shanty in which Jabez Moorhouse lived was brightened into silver gray by the morning sunshine and smoke was pouring from the chimney. A few hens scratched about the door, and a white-breasted collie sunned himself on the step and looked"
61245,Sir Walter Scott,"Lang, Andrew",PR,anodyne,"does Fortune banter us.” The earliest notes of 1826 show Scott already anxious about the money affairs of Ballantyne and Constable. They also (January 5) show him “much alarmed” by a sudden attack of _agraphia_, impotence to write the words he would. He explained this as the result of an anodyne, for his old complaint had returned with its cruel agonies. On January 11 there is “anxious botheration about the money market.” On January 14 there comes a mysterious letter from Constable, then in London, where he made to Lockhart wild proposals for advances of huge sums by Scott. On January"
61300,Christmas Stories,"Riis, Jacob A. (Jacob August)",PS,opium,"hog, or die!"" Around the corner the sunbeam danced with the wind into Mott Street, lifted the blouse of a Chinaman and made it play tag with his pigtail. It used him so roughly that he was glad to skip from it down a cellar-way that gave out fumes of opium strong enough to scare even the north wind from its purpose. The soles of his felt shoes showed as he disappeared down the ladder that passed for cellar steps. Down there, where daylight never came, a group of yellow, almond-eyed men were bending over a table playing fan-tan. Their very"
61336,Irish Memories,"Somerville, E. Oe. (Edith Oenone) ; Ross, Martin",CT; PR,anodyne,"secrets half confessed. “One day,” she said, “Love’s perfumed kisses pressed Against its lip their perfectness, unsought, And suddenly the dizzy fragrance caught My senses in its mesh, and gave them rest. And life’s disquietude no more I feel, For now,” she said, “my heart sleeps still and light. Love’s Anodyne outlasts the lingering years!” But in the darkness of an autumn night Her heart woke, weeping, and she brake the seal. The scent was dead; the vase was full of tears. I have come to what must be the final chapter, and the thought most present with me is that"
61530,Outland,"Austin, Mary",PS,poppy,"Great umbrageous clouds came up behind the hills and were cut down by the wind. Clear days succeeded one another, matched so perfectly for warmth and color that the consciousness took no account of the dividing nights. Crowns of foothills lying seaward showed increasing green and then faint flecks of poppy color. These were our quietest days, for though there was fighting and following, Herman and I had no active part in it. Consider how few we were in a great land, and no trumpeting, no shock of guns, no daily bulletin. Ten men would set out on the mere stirring"
61530,Outland,"Austin, Mary",PS,poppy,"the meantime there were the Far-Folk lying separate, very quiet, every man with his treasure in his bosom to finger and fondle, with the south open before him and the spring coming on by leaps and bounds. Everywhere there were the smell of sap, the mating cry of quail and poppy fires kindling seaward; not much to put the fighting humor in a man. But the Outliers were not quite in the same case. They were wronged, robbed, betrayed, they distrusted every move of their enemies, kept watches out. From the meeting of the river and the Ledge to the Gap,"
61549,Knock at a Venture,"Phillpotts, Eden",PR,narcotic,"that then frequented the Moor; he cared nothing for cold and hunger on moonlight winter nights when wild ducks and geese were to be slain; and trout-fishing in summer-time would brace him to days of heroic toil on remote waters. But thatching or the thought of it proved a sure narcotic to his energies; and it was not until Sarah Belworthy came into his life as a serious factor that the young giant began to take a more serious view of existence and count the ultimate cost of wasted years. Man and maid had known one another from early youth, and"
61630,Lantern Marsh,"Cornell, Beaumont Sandfield",PS,poppy,"just walked out of a theatre at the opposite end from the audience. Mauney had seen pictures of actresses in magazines, and as he beheld Mrs. Manton the word “Spanish” flashed in his mind. She wore an extreme costume of black velvet, with yellow silk facings, and an artificial red poppy stuck into her heavy stock of jet-black hair. About her neck was a long string of pearls, and on her fingers diamonds were flashing in the light. For a moment she regarded Mauney curiously, then walked, with an unhurried, precise, but rhythmic grace that suited her solid, short form, until"
61661,Circular Saws,"Wolfe, Humbert",PR,anodyne,"purpose. “Think of the poor!” he would snort, but it is not certain that he thought of them himself. The freethinker’s habit in the spring months of the year was to take an early turn along the quiet and flowery streets. The clean and morning beauty was for him an anodyne, and when he was certain of escaping observation he would on occasion slip through a small postern gate in the cathedral and brood happily upon the base uses to which a structure so noble had been addressed. During one of these intrusions he observed that the cloth was laid on"
61661,Circular Saws,"Wolfe, Humbert",PR,poppy,"am afraid, was rather an affected puss and thought that the pin was in love with her. “A patriot,” said the pin, “is a man who loves his country so well that he dies for it.” “He would show his affection better to my mind,” said a rather withered female poppy, “if he lived for it.” “Oh no,” simpered the young poppy, “I think that death is so romantic.” “How adorable,” sighed the hand-grenade, “are the enthusiasms of youth. I remember exactly the same innocent thrill when some five years ago I reposed among a pile of grenades like myself all"
61661,Circular Saws,"Wolfe, Humbert",PR,poppy,"pin was in love with her. “A patriot,” said the pin, “is a man who loves his country so well that he dies for it.” “He would show his affection better to my mind,” said a rather withered female poppy, “if he lived for it.” “Oh no,” simpered the young poppy, “I think that death is so romantic.” “How adorable,” sighed the hand-grenade, “are the enthusiasms of youth. I remember exactly the same innocent thrill when some five years ago I reposed among a pile of grenades like myself all going into action. We were doomed, we knew, to burst. But"
61661,Circular Saws,"Wolfe, Humbert",PR,poppy,"the presence of a British bomb! It is true, of course, that my iron was dug in Spain, that my copper came from the New World, and that my explosives were in part foreign. But I was as pure British as anybody else.” “I’m sure you were,” said the young poppy consolingly. “When we came to the trench,” continued the pin, “we were assigned each to a bomb-thrower. I myself fell to the lot of a young man beautiful as an angel and reckless as a devil. Grenade after grenade he tossed into the air with exquisite dexterity, and the frightful"
61661,Circular Saws,"Wolfe, Humbert",PR,poppy,"can die in peace.’ And with that he shot himself through the heart. ‘Kiss me, George,’ he whispered, and George, dropping me as though I were of no account, kissed the crime-stained lips. And here in consequence I have been ever since.” “And what happened to George?” asked the oldest poppy. “Oh,” said the grenade easily, “I am not sure. I heard--(and I hoped it was true) that he had been shot for cowardice in the face of the enemy.” “Would patriots like that story?” inquired the withered female poppy. “Certainly,” said the pin. “Then,” said the poppy, “you do not"
61661,Circular Saws,"Wolfe, Humbert",PR,poppy,"been ever since.” “And what happened to George?” asked the oldest poppy. “Oh,” said the grenade easily, “I am not sure. I heard--(and I hoped it was true) that he had been shot for cowardice in the face of the enemy.” “Would patriots like that story?” inquired the withered female poppy. “Certainly,” said the pin. “Then,” said the poppy, “you do not seem to me to make out a good case for patriots.” “Madam,” said the grenade hotly, “you would not speak so if you were being threatened by the hobnailed boots of a gross invader, who was on the point"
61661,Circular Saws,"Wolfe, Humbert",PR,poppy,"asked the oldest poppy. “Oh,” said the grenade easily, “I am not sure. I heard--(and I hoped it was true) that he had been shot for cowardice in the face of the enemy.” “Would patriots like that story?” inquired the withered female poppy. “Certainly,” said the pin. “Then,” said the poppy, “you do not seem to me to make out a good case for patriots.” “Madam,” said the grenade hotly, “you would not speak so if you were being threatened by the hobnailed boots of a gross invader, who was on the point of squashing you flat. Then you would be"
61686,So Big,"Ferber, Edna",PS,narcotic,"she was leaving soon for Paris, to study and work. “When I come back you’ll let me do your portrait?” “_My_ portrait!” Selina had exclaimed, wonderingly. Now as the four were whirled back to Chicago over the asphalted Halsted road they were relaxed, a little tired. They yielded to the narcotic of spring that was in the air. Roelf Pool took off his hat. In the cruel spring sunshine you saw that the black hair was sprinkled with gray. “On days like this I refuse to believe that I’m forty-five. Dallas, tell me I’m not forty-five.” “You’re not forty-five,” said Dallas"
61701,O. Henry Encore,"Henry, O.",PS,paregoric,"morning. The baker is at work upon our morning rolls; the milkman is at his pump; the butcher is busy choosing his oldest cow to kill; the poor watchman is slumbering in a cold doorway; the fireman is on the alert; the drug clerk sits heavy-eyed, prepared to furnish our paregoric or court plaster; the telephone girl chews gum and reads her novels while the clock chimes wearily on; the printer clicks away at his machine; the reporter prowls through the streets hunting down items to go with our coffee and toast; the policeman lurks at a corner, ready to smash"
61701,O. Henry Encore,"Henry, O.",PS,opium,"by the transformation, gazed at him in silence. The tramp muttered to himself, and with shaking hands drew from his pocket something wrapped in paper. He unrolled it, took something from it between his thumb and finger and thrust it into his mouth. The sickly, faint, sweet odor of gum opium reached the reporter. The mystery about the tramp was solved. (_Houston Daily Post_, Sunday morning, May 24, 1896.) A Houston Romance About two years ago one of the most popular young society men in Houston mysteriously disappeared. He had been the glass of fashion and the mold of form of"
