Unnamed: 0,Book_ID,Keyword,Snippet,Etext Number,Authors,LoCC,Published Year,Author Gender,Assigned_Gender,Character_Name,Agency,Power,Sentiment
4999,43099,opium,"of James Gillman, quotes a letter by the latter narrating the circumstances attending the post mortem examination of Coleridge's body. The disease from which he had suffered was enlargement of the heart, by which the sides of that organ were so attenuated as not to be able to sustain it when raised. An article appeared in the _Lancet_ on 15th June 1895 on the matter, which closes by saying: ""The record suffices to prove that this intellectual giant must have suffered more than the world was aware of, and it can be understood that his _indolence_ as well as his opium habit had a physical basis. It can only add to the marvel with which his achievements are justly regarded that one so physically disabled should have made such extensive and profound contributions to philosophy and literature. It is one more instance of the triumph of mind over body"" (_The Gillmans of Highgate_, p. 35). This physical defect was the cause of all Coleridge's inability to execute his own ambitious schemes. As he states in his letter to Davy of 25 March 1804, he had Power minus Strength. His enfeeblement of will is attributable to the physical defect of his enlarged",43099,"Coleridge, Samuel Taylor",PR,1888,male,Male,Davy,0.0,-0.5,0.322222222222
5000,43099,opium,"in Dyke Campbell's Edition of the _Poems_, 631), and other hill walks seemed to inspire him with a new life. He has given an account of the effects of mountain climbing on him in his letter to Tom Wedgwood of 14th January 1803, and this is one of his most surprising letters. Coleridge made a great mistake, however--labouring under the impression that his ailment was gout--of choosing warm and slumberous climates for his health-recruiting spheres. Malta did him no good, for he had an intellectual affinity for the sunshine, for the land of the Lotus. In fact, Coleridge's addiction to opium was temperamental as well as acquired. He contracted the habit to deaden pain, it is true; but his nature was of an Asiatic cast. He had in his infancy, as he tells us, been brought up on the _Arabian Nights_, and his mind had been habituated to the Vast (Letter 4). Joined to a dreaminess of imagination was the love of warm climatic associations betraying the Asiatic temperament. _Kubla Khan_, with its slumberous melody and vague music, embodies the Asiatic sentiment. We feel in reading it on the borders of the Buddhistic territory. To those endowed with such a temperament",43099,"Coleridge, Samuel Taylor",PR,1888,male,Male,Tom Wedgwood,1.0,-0.4,0.3666666666665
5003,43099,opium,"one time possessed of a fortune of £10,000 to £15,000 (Southey's _Life and Cor._, iv. 361); but adverse circumstances had come against him, and he and his family had removed to Hammersmith, London. After the quarrel with Wordsworth, Coleridge, as we have already seen, went to the Morgans, and remained off and on with them in the various places of their abode for the six years between 1810 and 1816. Not only were the Morgans kind hosts to Coleridge; Mrs. Morgan exercised a considerable command for good over him, and put compulsory measures in force when he was indulging in opium . Although the Morgans were not exactly literary people, they were discerners and appreciators of the genius of Coleridge; and it was while staying with them that he produced his greatest contributions to thinking. The Morgans changed about a good deal. In November 1810 they were living at 7, Portland Place, Hammersmith; in April 1812 they had removed to 71, Berners Street: in April 1814 they were at 2, Queen's Square, Bristol; in September Coleridge and they had taken up quarters at Ashley, Box, near Bath; on 3rd November they were at Bath; and on 10th November they had removed",43099,"Coleridge, Samuel Taylor",PR,1888,male,Male,Morgan,0.6666666666666666,0.3333333333333333,0.4
5004,43099,opium,"The very necessity of doing it robs me of the power of doing it. Had I been possessed of a tolerable competency, I should have been a voluminous writer. But I cannot, as is feigned of the Nightingale, sing with my breast against a thorn. God bless you, S. T. COLERIDGE.[92] Saturday, Midnight. * * * * * To the first of these letters Cottle replied with a five-pound note; but he now believed that all Coleridge's earnings went to fill what he calls the ""Circean chalice"" (_Rem._, 391). He believed that Coleridge was spending £2 10_s._ a week on opium . It is as likely that Coleridge was now keeping the home of the Morgans going; although they oftener kept him than he kept them. We know that he gave them the money received for the _Christabel_ volume. From the first letter to Cottle it will be seen that Coleridge had been collecting his poems with a view to publication, afterwards given to the world as _Sibylline Leaves_. On 3rd April 1815, he writes to Lady Beaumont requesting a copy of the Poem to Wordsworth composed on hearing the Prelude (_Coleorton Mem._, ii, 175). Wordsworth had just published the _Excursion_,",43099,"Coleridge, Samuel Taylor",PR,1888,male,Male,Coleridge,0.0,-0.14285714285714285,0.37619047619042856
5006,43099,opium,"1816 that Coleridge took refuge from himself and the world and came to the Gillmans of Highgate, and became the great lay preacher of his time. Before this he had been staying at 42, Norfolk Street, Strand, and consulting a physician, Dr. Joseph Adams, who recommended him to Mr. Gillman. The letter of Dr. Adams to Mr. Gillman is as follows: Hatton Garden, April 9, 1816. Dear Sir. A very learned, but in one respect an unfortunate gentleman, has applied to me on a singular occasion. He has for several years been in the habit of taking large quantities of opium . For some time past he has been in vain endeavouring to break himself of it. It is apprehended his friends are not firm enough, from a dread, lest he should suffer by suddenly leaving it off, though he is conscious of the contrary; and has proposed to me to submit himself to any regimen, however severe. With this view he wishes to fix himself in the house of some medical gentleman, who will have courage to refuse him any laudanum, and under whose assistance, should he be the worse for it, he may be relieved. As he is desirous",43099,"Coleridge, Samuel Taylor",PR,1888,male,Male,Hatton Garden,-1.0,-0.6,0.21666666666660003
5008,43099,opium,"by William Rough, i, 243. Copleston, Dr., ii, 200, 201. Cottle, Amos, i, 137. Cottle, Joseph, Bookseller and Poet, Bristol (1770-1853), Preface, v, vi, ix, xvi; becomes acquainted with Coleridge, i, 51-2; purchases the copyright of the First volume of Poems by Coleridge, 61; receives many letters from Coleridge, 62-4, etc., 74, 76, 83, 94, 136, 140; treats with Coleridge and Wordsworth about the publication of _Lyrical Ballads_, 147, 154-5, 159, 242, 285; ii, 6, 9-10; acts as intermediary between De Quincey and Coleridge on the former offering £300 to Coleridge, 27; Sara Coleridge on, 94; reproves Coleridge for his opium habit, 121-9, 130-31; publishes his _Early Recollections_ (1837), 137; misrepresents Coleridge, 143 _n_; relieves Coleridge's necessities, 145; visits Coleridge in London in 1821, 232; see also _Appendix_ regarding Cottle's Text of the Letters published by him; see ""Letters."" _Courier_ Newspaper, ii, 65, 73, 78, 79, 80-82; Coleridge on, 90-93, 136, 140, 212. Cowper, William (1731-1800), his Letters, Preface, xii. Cox, John Thomas, _Memoir of Coleridge_, Preface, xviii. Crashaw, ii, 221 Critical Review, i, 110. Croft, Herbert, i, 139. Cruikshank, Ellen, of Nether Stowey, i, 82; letter by Coleridge to, 285. Cruikshank, John, a Nether Stowey acquaintance of Coleridge, preface, xii;",43099,"Coleridge, Samuel Taylor",PR,1888,male,Male,Coleridge,,,
5014,43099,laudanum,"did not give his sanction to this proposal; but, on the contrary, wrote to Southey detailing what he had discovered about Coleridge, and requesting Southey's opinion. Southey wrote without delay advising other measures. Southey had been fully cognizant of the consumption of opium and laudanum, and says the Morgans had at one time broken him of the habit when his consumption was from two quarts a week to a pint a day (_Rem._, 373). It is difficult to credit that any one, even habituated to the drug, could consume this quantity; but Southey evidently believed it. An ordinary dose of laudanum is 30 drops. 480 drops form an ounce, and there are 20 ounces in a pint. This makes 320 doses in a pint; and this, taken within twenty-four hours, would not give a patient time to wake up out of his stupor, even though administered by other hands, to take the successive draughts. Southey recommended that Coleridge should go and visit Poole at Stowey for a few weeks; then come on to Keswick by way of Birmingham and Liverpool, and deliver lectures at these places to raise funds. In answer to a second letter by Cottle to Southey proposing to",43099,"Coleridge, Samuel Taylor",PR,1888,male,Male,Southey,1.0,0.0,0.35000000000000003
5015,43099,laudanum,"to me on a singular occasion. He has for several years been in the habit of taking large quantities of opium. For some time past he has been in vain endeavouring to break himself of it. It is apprehended his friends are not firm enough, from a dread, lest he should suffer by suddenly leaving it off, though he is conscious of the contrary; and has proposed to me to submit himself to any regimen, however severe. With this view he wishes to fix himself in the house of some medical gentleman, who will have courage to refuse him any laudanum , and under whose assistance, should he be the worse for it, he may be relieved. As he is desirous of retirement, and a garden, I could think of no one so readily as yourself. Be so good as to inform me whether such a proposal is absolutely inconsistent with your family arrangements. I should not have proposed it, but on account of the great importance of the character, as a literary man. His communicative temper will make his society very interesting, as well as useful. Have the goodness to favour me with an immediate answer, and believe me, dear",43099,"Coleridge, Samuel Taylor",PR,1888,male,Male,Anonymous,-1.0,-0.5,0.19999999999990004
5016,43099,laudanum,"as it must be returned in kind, by esteem and grateful affection. And now of myself. My ever wakeful reason, and the keenness of my moral feelings, will secure you from all unpleasant circumstances connected with me save only one, viz. the evasion of a specific madness. You will never _hear_ anything but truth from me:--prior habits render it out of my power to tell an untruth, but unless carefully observed, I dare not promise that I should not, with regard to this detested poison, be capable of acting one. No sixty hours have yet passed without my having taken laudanum , though for the last week comparatively trifling doses. I have full belief that your anxiety need not be extended beyond the first week, and for the first week, I shall not, I must not be permitted to leave your house, unless with you. Delicately or indelicately this must be done, and both the servants and the assistant must receive absolute commands from you. The stimulus of conversation suspends the terror that haunts my mind; but when I am alone, the horrors I have suffered from laudanum, the degradation, the blighted utility, almost overwhelm me. If (as I feel for",43099,"Coleridge, Samuel Taylor",PR,1888,male,Male,Anonymous,,,
5017,43099,laudanum,"capable of acting one. No sixty hours have yet passed without my having taken laudanum, though for the last week comparatively trifling doses. I have full belief that your anxiety need not be extended beyond the first week, and for the first week, I shall not, I must not be permitted to leave your house, unless with you. Delicately or indelicately this must be done, and both the servants and the assistant must receive absolute commands from you. The stimulus of conversation suspends the terror that haunts my mind; but when I am alone, the horrors I have suffered from laudanum , the degradation, the blighted utility, almost overwhelm me. If (as I feel for the _first time_ a soothing confidence it will prove) I should leave you restored to my moral and bodily health, it is not myself only that will love and honour you; every friend I have (and thank God! in spite of this wretched vice[94] I have many and warm ones, who were friends of my youth, and have never deserted me,) will thank you with reverence. I have taken no notice of your kind apologies. If I could not be comfortable in your house, and with",43099,"Coleridge, Samuel Taylor",PR,1888,male,Male,Anonymous,,,
5019,43100,paregoric,"this town for its leadin’ citizen is a great an’ beautiful thing for these degenerate, money-mad days. Parenthetically, I wonder if there was ever a time when th’ days were anythin’ else? Why, everybody is his friend! There’s Jake, an’ th’ nephew, Whiskey Jim, Tim Murphy, Jerry Saunders, John Graves, Blascom, you, an’ me. I don’t know any more at this writin’. An’ that leadin’ citizen, a man of culture, wealth, and discernment, is our most esteemed Mr. Gus Williams. Hear! Hear!"" ""There’s some names you can scratch, Carney among ’em,"" growled the saloonkeeper, spitting in violent disgust. ""Yore touchin’ paregoric near makes me weep. an’ I’m hard-shelled, like a clam. Two-thirds of th’ people here do what he says, because he either scares or fools ’em. Th’ rest dassn’t lynch him because they ain’t strong enough. Wealth? Shore. He got most of it when th’ trail was in full swing. His brands, an’ he had a-plenty, were copied from some on th’ south ranges near th’ old trail. A herd comin’ up, grazin’ wide, or passin’ through that scrub an’ hill country would near certain pick up a few local head on th’ way, cattle bein’ gregarious. Whiskey Jim was",43100,"Mulford, Clarence Edward",PS,1922,male,Male,Gus Williams,1.0,0.5,0.27777777777766666
5022,43100,laudanum,"out of style since then. All you want is a catch to hold it shut ag’in’ th’ wind."" He winced suddenly and held a hand gently against his jaw. ""That’s all it wants."" ""Reckon yo’re right,"" agreed the stableman, glancing curiously at his companion’s hand. ""What’s th’ matter? Toothache?"" Tex growled a profane malediction and nodded. ""Reckon I’ll have to go around an’ see th’ doc, an’ get some laudanum."" ""An’ pay that thief three prices!"" expostulated Graves indignantly. ""Chances are he’s so drunk he’ll give you strychnine instead. Why don’t you go up to Williams’ store? He’s got th’ laudanum , an’ knows how to fix it up for toothaches an’ earaches, I reckon."" ""Williams?"" queried Tex in moderate surprise. ""What you talkin’ about? He ain’t runnin’ no drug-store! What’s he doin’ with drugs an’ such stuff?"" Graves laughed and contemplated the lock with strong disapproval. ""No, it ain’t no drug-store,"" he replied. ""But th’ doc drinks so hard he ain’t got no money left to carry a full line of drugs, so Williams carries ’em for him, an’ sells him stuff as he needs it. Besides, he allus did sell strychnine to th’ ranchers, for coyotes an’ wolves--though I",43100,"Mulford, Clarence Edward",PS,1922,male,Male,Graves,0.14285714285714285,0.2857142857142857,0.24761904761895717
5023,43100,soporific,"some exercise. So-long."" Williams followed him to the door, hoping for a glimpse of the German shooting-club rifle, but Tex mounted and rode away without turning that side of the horse toward the store. His next stop was the hotel, where he had a few sandwiches put up for him and then he left town, heading for Buffalo Creek. He had no particular object in choosing that direction, the main thing being to get out of town and to stay out of sight until after dark. As he rode he cogitated: ""Chloral hydrate. Twenty to thirty grains is the dose soporific . Yes; that’s right. In a hydrous crystal of this nature that would just about fill--what?"" He rode on, oblivious to his surroundings, trying to picture the size of a container that would hold the required weight of crystals. ""In our rough-and-ready weights a silver half-dime was twenty grains; a three-cent piece was forty grains, and I think my three-cent silver piece of ’51 weighed ten grains. But not havin’ any of ’em now, all that does me no good. Shucks--there’s plenty of miners’ scales in this country. Bet Blascom has one that’ll help me out: an’ a grain is",43100,"Mulford, Clarence Edward",PS,1922,male,Male,Tex,0.6666666666666666,1.0,0.20555555555528335
5025,43192,opium,"but it was hard... on his mother--it's always going out, this pipe--when he was her only son, and she rather... believed in him. “Didn't sleep much that night--told me himself afterwards--and he concluded that the best way out was to buy opium in the City next day, and take it--pretty stiff dose, you know--next night. “Cowardly rather, of course, but it might be easier for the mater down in Devon--his mother, I mean--did I say he was Devon?--same county as myself--affair would be hushed up, and she would have... his memory clean. “As it happened, though, he didn't buy any opium next day--didn't get the chance; for Perkins came round to his desk, and asked this young chap to have a bit of dinner with him--aye, and made him come. “He had the jolliest little dinner ready you ever saw, and he insisted on the fellow smoking, though Perkins hates the very smell of 'baccy, and--well, he got the whole trouble out of him, except the opium. “D'y think he lectured and scolded? Not a bit--that's not Perkins--he left the fool to do his own lecturing, and he did it stiff. I'll tell you what he said: 'Your health must have",43192,"Maclaren, Ian",PR,1898,male,Male,Devon,0.8888888888888888,0.875,0.27142857142852855
5027,43247,nepenthe,"tune. The sister had, with love's observance, watched Some days the phases of her brother's mood, Biding her time to speak; and now she spoke. ""Brother,"" she murmured softly, ""thou art sad. Thy brow is written over like a scroll With lines of trouble that I try to read. Unbind thy heart, I pray, to me, who grieve To see thee grieve, and fain at least would share Such brother's sorrow as I may not soothe."" This suave appeal of sister's sympathy Won upon Saul to wean him from himself-- A moment, and that moment he partook Comfort of love, nepenthe to his pain, While thus he answered Rachel: ""Nay, but thou, My sister, thou thyself art to me rest And solace. Sit thee down, I pray, beside Thy brother. But to have thee nigh as now Refreshes like the dew. I bathe my heart In thee as in a fountain. Ask me not To ease its aching otherwise than so. Pillow me on thy love and let me rest In silence from the sound of my own voice. I hate myself, Rachel."" ""But I love thee, My own dear, noble brother,"" Rachel said; ""I love thee, and I will not",43247,"Wilkinson, William Cleaver",PS,1898,male,Male,Comfort,0.0,-1.0,0.333333333333
5028,43450,anodyne,"his defects. Yet his natural wit showed him that humility would not serve in these premises. Forgiveness for the crime against his personality would not remove the cause of the offence. Far-sighted, he saw down the vista of years his and her love slowly dying of the same similar offences and causes. That, at least, should never be! He had reached a decision before she came creeping out in her night-dress. ""Aren’t you coming to bed, dear?"" He sensed the remorse, sorrow, pity in her voice, but these were not the feelings to move his resolution. Pity! It is the anodyne , the peaceful end of love. Rising, he stretched his great arms and turned towards the stables. ""Where are you going?"" she called, sharply, under the urge of sudden fear. ""To turn in on the hay."" She ran and caught his arm, and turned her pale face up to his. ""Why? I have made our bed on the couch. Won’t you come in?"" ""No!"" ""Why?"" she reiterated. ""Oh, why?"" ""Because it is shame to live together when love has fled."" She clasped his arm with both hands. ""Oh, don’t say that! How _can_ you say it? Who says I do",43450,"Whitaker, Herman",PS,1906,male,Male,Anonymous,0.0,-0.75,0.28666666666659996
5029,43450,anodyne,"Bender stepped, but Carter laid a hand on his arm while he spoke to the cook. ""This man has a tape-worm. Send him the pot."" Blunt and to the point, the answer exactly suited lumberman primitive humor. As the door closed behind them Bender’s chuckles echoed the men’s roaring laugh. ""Fixed him that time,"" he commented. ""But he come back right smart."" ""Can’t come too soon. It all helps to fill in."" Bender sensed the sadness in his tone, and the big heart of him was troubled. These months past he had seen Carter pile task on task, seeking an anodyne for unhappiness in ceaseless toil. Every night the office lights burned unholy hours. Waking this particular night, long after twelve, Bender saw that Carter was still at his desk. ""Time you hired a book-keeper,"" he remonstrated. ""Trail you are travelling ends in the ’sylum."" ""Book-keeper couldn’t do this work."" ""No?"" Bender sat up. ""What’s the brand?"" ""Figuring—grading contrac’s, bridges, trestles, timbering."" ""For what?"" ""A railroad."" Bender snorted. ""Shore! You ain’t surely calculating on the C.P.’s building the branch?"" ""No."" The monosyllable discouraged further questioning, but Bender stuck to his main objection. ""Well, if you keep this gait you’ll railroad yourself",43450,"Whitaker, Herman",PS,1906,male,Male,Carter,0.5,-0.5,0.34666666666654
5030,43471,laudanum,"cabin, and the words that Jack Dineheart heard that hour paved the way for a fateful tragedy. ""You say that Nita has come home to Gray Gables, yet how can that be?"" cried Meg. ""It was only yesterday that I was up there, and Mrs. Hill, the old housekeeper, was wringing her hands and crying because she had seen in a New York paper several days old that Nita had killed herself in a London hotel by taking poison."" ""It was true--and false,"" answered Farnham angrily. ""I had a letter from Mrs. Courtney telling me all about it. She drank laudanum , and it threw her into a deep sleep. At first they thought she was dead, but a physician succeeded in rousing and restoring her to life, although she has been in a strange, dazed state ever since, and it is thought that she may never recover from the effects of the drug she used. But Mrs. Courtney telegraphed me this morning that they had arrived in New York from Europe, and would proceed immediately to Gray Gables."" Old Meg listened with keen interest to every word, then exclaimed: ""If Nita had committed suicide in the old, wretched days when",43471,"Miller, Alex. McVeigh, Mrs.",PS,1917,female,Female,Courtney,0.5,0.0,0.3666666666666667
5031,43471,morphine,"whole thing, or he has seen poor Nita's wraith. I should not like the seamen to know it, for only last night they were talking together, and I heard them say that to see a ghost on board ship was a sign of shipwreck. Decidedly they must not know of this, not even the good captain, or they might desert the yacht in a body!"" He waited until Dorian seemed to fall into a light doze; then went and woke up the surgeon to tell him the strange happening. ""Oh, pooh! it was no ghost--only a vision evoked by his morphine pill. He can be told to-morrow, if he persists in his fancy, that Nita's imprudence to-night has given her a relapse, and that will afford us a new excuse,"" replied the clever surgeon. CHAPTER XXI. DONALD KAYNE'S RETURN. Through Azalea Courtney's revelations the elopement of Dorian Mountcastle and Nita Farnham had become the sensation of the hour, and innumerable newspaper paragraphs had chronicled the facts of the duel, the death of Donald Kayne, the elopement of the young lovers on the yacht. And then Irwin returned with the story of the tragedy of Nita's loss at sea with her maid",43471,"Miller, Alex. McVeigh, Mrs.",PS,1917,female,Male,Nita,-1.0,-0.4,0.32666666666660005
5032,43492,opium,"up and the dark almond eyes gleamed with cupidity. ""They are not here, illustrious one,"" the Chinaman said. ""On my soul be it if I do not speak the truth."" ""But they have been here,"" Uzali persisted. The Chinaman bowed till his forehead touched the filthy floor. Apparently he was placing his den and all it contained at the disposal of his visitor. Uzali took a step forward and shook him violently. It seemed rather a dangerous thing to do, for the damp, stagnant floor of the room was littered with prostrate forms either in the full ecstasy of their opium , or drugged to a dreamless sleep by it. The Chinaman shook his head again. ""One, two, three, four, five,"" said Uzali counting on his fingers, ""six, seven, eight, nine, ten sovereigns if you find them for me this evening. I have the gold in my pocket. More money than you could make in a week. Now wake up, exert yourself. Surely you could find some one who can tell me where they have gone."" [Illustration: ""’SURELY YOU CAN FIND SOME ONE WHO CAN TELL ME WHERE THEY HAVE GONE.’""] The Chinaman pondered a moment with his long fingers in",43492,"White, Fred M. (Fred Merrick)",PR,1908,male,Male,Chinaman,1.0,0.0,0.033333333332999995
5035,43492,opium,"felt all the better for a bath. Then he swallowed a strong dose of sal volatile, which had the effect of clearing his head and making him feel almost a man again. He managed to eat a fairly good meal presently and partake of a strong whisky and soda, after which he lit his pipe and sat down to review the events of the previous evening. It was all clear to him now. ""What a fool I was!"" he murmured. ""And yet I don’t see how I could have helped it. I thought I could have managed a couple of opium pipes without getting into such a state. And the worst of it is that the night was wasted. By the way, I wonder if the night really was wasted. Perhaps I shall recollect something that will put me on the right track. And, by Jove, I’ve forgotten all about Mercer. Has he been here to-day, or has he been busy with his own affairs? It is maddening to cut time to waste like this. The best thing I can do is to see Uzali."" Russell’s naturally strong constitution had asserted itself by now. He even felt ready to undertake another",43492,"White, Fred M. (Fred Merrick)",PR,1908,male,Male,he,0.5,0.42857142857142855,0.40000000000020003
5036,43492,opium,"him, looking up and down the street as if searching for some one. Then, presently, out of the shadows emerged a slight figure wearing a long overcoat and tall silk hat. As the figure passed Jansen the latter held out a detaining hand. ""All right, my friend,"" he said. ""I am waiting for you. Come this way."" The figure made no demur; no remark whatever crossed his lips. He followed Jansen quietly upstairs into the sitting-room, the door of which was then carefully closed. No word was spoken till Jansen produced the materials for the filling and smoking of an opium pipe which he handed to his companion. The latter had discarded his hat and overcoat. He looked out of place in his European costume as he squatted on the floor with the pipe between his lips. ""You know why you are here?"" Jansen asked. ""I know very well,"" the Oriental said stolidly. ""I come because you are willing to help me. You will tell me how, and when it is all over you are going to show me that which I can take back to my country whence your countryman stole it. That is why I am here to-night."" ""Quite",43492,"White, Fred M. (Fred Merrick)",PR,1908,male,Male,Jansen,0.4,0.0,0.2666666666665
5037,43492,opium,"which he was very far from feeling. ""There,"" the Malay said, ""that is where you will find him at twelve of the clock to-night. I have trusted everything into your hands, and if you fail us—but you will not fail us. You must see him and bring him here so that we may talk this matter over."" Jansen thrust the paper carelessly into his pocket as if it were of no importance. He began to talk of other matters likely to interest the Oriental. He spoke of the latter’s country and people whilst the little man nodded drowsily over the opium pipes which his host was preparing for him. Finally his head fell back upon the carpet and he lay in the deep sleep which the drug produces. ""Good,"" Jansen muttered. ""It is better luck than I anticipated. I did not expect to get two birds with one stone. And now to sweep the other into the net."" *CHAPTER XXXVII* *A RESPITE* Wilfrid stood gazing at the handful of scattered fragments intently, fearful lest he might have made a mistake. The first feeling in his mind was one of passionate triumph. He had forgotten that he still owed this money to",43492,"White, Fred M. (Fred Merrick)",PR,1908,male,Male,Jansen,0.42857142857142855,0.0,0.2592592592592556
5039,43556,opium,"since white man is so ingenious. Were I a red Indian I should have only the awkward barbarous stupid tools my race had used a thousand years. I contrast the two as I lie wakeful, with a sense of richness and of detailed repletion and of material blestness. But at once comes the Smell of Turpentine and announces itself something outside that and _different_, something stronger, something masterfuler than ingenuity and savagery together. It tortures my nerves: it burns my eyes: it lames my flesh: it jerks and flays and garbles my inner body. The ingenuity of man has produced opium and cocaine which would combat and hide it all behind a heavy curtain of stupor, with effects equally damaging if less grievously subtle. The Smell of Turpentine is a thing to bear since all its counter-things bring only solider evil. The paint was put on the wood by a dirty little man whom I briefly inspected as something removed from my range of life. In return he covertly eyed me. I expected my wakeful hours would be punished by strong new paint and be-visioned by dirty little men. But it is all sheer Turpentine with a power suggesting nothing human",43556,"MacLane, Mary",PS,1917,female,Male,Anonymous,0.0,1.0,
5040,43556,nepenthe,"my finger and thumb. I gathered a weak-petaled flower or two. I gauged the Room and its furnishments and was unthrilled by anything in it. Even bodily it left me unthrilled. Those two memory-mists do not keep me in the now-dusk and in the strength and terror and fire of top-most youth from wanting a sudden Lover with all that’s in my Body. Love has naught to do with it. Love is a flame-winged Bird. I know it. I know the values of my life and of me. I do not mistake tapers for torches, ducats for louis d’ors, vicarious nepenthe for dreamless death. In dusk-moments my bone-and-flesh is all of me I’m sure of. It begins and ends in this earth. It answers the violent summonses of this earth and its dusks. In the just-gone dusk I felt the prickling blood flow to my finger-ends. A flood-tide, blinding red, surged and seethed and bubbled and pounded at my heart. ‘I want a Lover--some Lover’--I murmured to the shadows beyond my window. I grew breathless. The spirit of my flesh rose like a wind-blown flame. A loud cry rang in my nerve-wilderness. That moment the variant analysis which always rides with",43556,"MacLane, Mary",PS,1917,female,Female,Bird,,,
5041,43616,anodyne,"not have been written in the diary; she did not look it; but her avaricious little soul was gratified, although her eyes claimed sympathy. Strangers gave it to her. She was prettier still in the extravagant gowns that Lee paid for--that true loveliness unadorned is adorned the most is as silly a thing as the poet of ""The Seasons"" could have said--and the Englishmen and Americans in Paris spoke feelingly of ""that pretty woman married to a nigger."" There are women to whom pity is as sweet as noise to the masses, and Ownie Lee's abortive conscience found all the anodyne it needed in the perception that she was held a pathetic figure. The appealing smile which had always become her so well, gained in intensity. Lucretia might have worn that expression in time, if she had taken drives in the Bois instead of stabbing herself. And Lee? Lee was intoxicated. If he had wooed her in a fool's paradise, at least the shadow of the tree of knowledge had been in it; he had had no illusions. He had not looked for passion, or for tenderness, or for understanding. It was enough for him as yet to squander devotion on",43616,"Merrick, Leonard",PR,1900,male,Female,Ownie Lee's,0.6666666666666666,-0.25,0.40833333333325006
5042,43696,morphine,"me, if I want it--here is the Ceasing, when I want it. And I lean over and smile quietly. “No flowers,” I say softly to myself, “no weeping idiots, no senseless funeral, no oily undertaker fussing over my woman’s-body, no useless Christian prayers. Nothing but this deep dark restful grave.” No one would ever find it. It is a mile and a half from any house. The water--the dark still water at the bottom--would gurgle over me and make an end quickly. Or if I feared there was not enough water, I would bring with me a syringe and some morphine and inject an immense quantity into one white arm, and kneel over the tender darkness until my youth-weary, waiting-worn senses should be overcome, and my slim, light body should fall. It would splash into the water at the bottom--it would follow the little stones at last. And the black, muddy water would soak in and begin the destroying of my body, and murky bubbles would rise so long as my lungs continued to breathe. Or perhaps my body would fall against the side of the hole, and the head would lie against it out of the water. Or perhaps only",43696,"MacLane, Mary",PS,1903,female,Female,Anonymous,,,
5043,43929,opium,"be identified with or illustrated by authorship; the mad, the mendicant, the charlatan--combative, contemplative, heroic, and sybarite,--are but a few of the varieties which literary biography reveals. Their amours, diseases, profits, calamities, triumphs, quarrels, personal tastes and habits, domestic life, and most individual traits and fortunes, have been minutely recorded, so as to form, on the whole, the best and most accessible psychological cabinet for the student of human nature. Of no other class of men and women with whom we never had personal acquaintance, do we know so many details; Chatterton's despair, Young's skull-light, Milton's organ, Berkeley's tar-water, Coleridge's opium , Swift's lady-loves, Cowper's hymns and hares, Rogers's table-talk, Scott's dogs, Steele's debts, Lamb's folios, are as familiar to us as if they appertained to some neighbour or kinsman. The prisons of Cervantes, Raleigh, Pellico, Hunt, and Montgomery, have a pathetic charm which no other record of captivity boasts. Even the self-delusions of authors awaken a considerate interest; the mistaken judgment of Petrarch and Milton, in regard to the comparative merit of their writings; and the exaggerated estimate of their own verses by such able statesmen as Frederic and Richelieu, tend to enhance the mysteries of the craft and sanction",43929,"Tuckerman, Henry T. (Henry Theodore)",PS,1868,,Female,Rogers,,,
5049,43955,paregoric,"how it reminds me, I cannot tell you. I only know that it reminds me of those little but important animals. It is cheerful news for the future census-takers that babies have become fashionable in Paris. The ""idea"" will, of course, come immediately into fashion here. I do not mean French babies, but babies in the abstract. A baby is a good thing, a blessed thing. I cannot conceive what I should have done if I hadn't, once upon a time, been a baby. A baby is a well-spring, and the quantity of lacteal fluid, lumps of sugar, soothing syrups, paregoric , squills, squalls, walking the floor in your long-tailed night shirts, mother's loves, lovey-doveys, and square spanking that one of those well-springs will absorb is astonishing to one who has not had a baby. I have had several; at least, I own stock in several. Would I sell my experience, past, present or future, in babies? Not much. Therefore, I am glad babies are going to come into fashion. Just think of the new topics of conversation, when Mrs. Brown takes her little three-months up to see Mrs. Jones and her two-months, and the two Dear Creatures compare colics. The",43955,"Upton, George P. (George Putnam)",PS,1869,,Female,Brown,,0.0,0.5
5050,43955,paregoric,"the mother; for I think every mother's eyes, from Aurelia's to some wild Indian mother's, crooning strange weird lullabies under tropic palms, to her first born, are saintly when they gaze into the sweet face of the first baby. And I believe that the angels do not know such a love as exists between those two mortals. Which reminds me to say that I think Eve's baby, which she named Cain, had the advantage of Aurelia's baby in some respects. The chronicles of that day do not show that the baby Cain was obliged to take soothing syrup, squills, or paregoric . There is no proof that the angels smiled at him or talked to him in his sleep, as they do to modern babies through the medium of colic. Cain could wander about at his own sweet will, without any danger of catching the whooping cough, measles, chicken-pox or any other of the contagious infantile necessities which have been imposed upon all coming babies by his mother's exploits in stealing and eating apples. Adam did not have to walk the floor o' nights, have his whiskers pulled out by the roots, or buy rattles and india-rubber rings. There isn't a",43955,"Upton, George P. (George Putnam)",PS,1869,,Male,Cain,,,
