Unnamed: 0,Book_ID,Keyword,Snippet,Etext Number,Authors,LoCC,Published Year,Author Gender,Assigned_Gender,Character_Name
4830,40936,laudanum,"mind), to ""tackle"" Lettice. ""Lettice Lane,"" he began, winking at Dr. Knox, ""your mistress's state is giving us concern. She seems to be always sleeping."" ""She is nearly always dozing off, sir,"" replied Lettice, her tone and looks open and honest as the day. ""Ay. I can't quite come to the bottom of it,"" returned old Tamlyn, making believe to be confidential. ""To me, it looks just as though she took--took opiates."" ""Opiates, sir?"" repeated Lettice, as if she hardly understood the word: while Dr. Knox, behind the desk, was glancing keenly at her from underneath his compressed eyebrows. ""Opium. Laudanum ."" Lettice shook her head. ""No, sir, my mistress does not take anything of that sort, I am sure; we have nothing of the kind in the house. But Madame St. Vincent is for ever dosing her with brandy-and-water."" ""What?"" shouted old Tamlyn. ""I have said a long while, sir, that I thought you ought to know it; I've said so to the housemaid. I don't believe an hour hardly passes, day or night, but madame administers to her a drop of brandy-and-water. Half a wine-glass, maybe, or a full wine-glass, as the case may happen; and sometimes I know",40936,"Wood, Henry, Mrs.",PR,1881,female,Unknown (Proper Noun),Anonymous
4831,40937,opium,"noon to noon, I only secured thirty minutes of unconsciousness in each twenty-four hours. Figure the situation to yourself. At nine o'clock every night I fell asleep; at half past nine I awoke, and there was not a wink again until nine the next night. I gave up all expectation of recovery, and the most disheartening things I heard were the predictions of Dr. Chambers, that I would ultimately get well. ""Finally they sent me to the Sanitarium, where with treanol and bromides I was lulled to unconsciousness for several hours at a time. I would not consent to take opium in any form, even if the refusal killed me. A month passed. The artificial sleep induced brought me little strength, but it helped in a way. Then I went to the Hot Springs of North Carolina, with a valet. My sleeping capacity had returned, and I ceased to use the incentives previously found necessary; but my appetite, poor enough before, deserted me there. For breakfast I actually had to force down the single cup of coffee that formed the repast. At lunch I did not go to the table. For dinner my menu never varied--a few spoonfuls of soup and",40937,"Ross, Albert",PS,1898,male,Unknown,Anonymous
4832,41009,opium,"Lotus Eaters. The fruit takes many shapes and names; it is called Divorce, it is called Morphia, it is called Compromise, it is designated in a thousand ways and justified by ten thousand specious arguments, but it means only one thing: Escape from Pain. Soft-hearted and weak-nerved people ask why humanity should suffer at all, and they hail every invention, moral or material, which can make life easier for the moment, as a heaven-sent blessing. Why should we be uncomfortable, even an hour, when a little dose of poison can create a lazy oblivion? That is the drunkard’s reasoning, the opium -eater’s defence, the invalid’s excuse. It is no argument for men who call themselves the world’s masters. Civilization and Progress are not the same thing. We have too much progress and too little civilization nowadays. Progress is omnivorous, eager after new things, seeking above all to save trouble and get money. Civilization is eclectic, slow, painstaking, wise, willing to buy good at the price it is worth. Civilization gave us marriage, in respecting which we are above animals. Progress is giving us divorce, wholesale, cheap, immoral, a degradation beneath that of those primitive peoples, who make no promises and break",41009,"Crawford, F. Marion (Francis Marion)",PS,1897,male,Unknown,Anonymous
4833,41058,narcotic,"village may suggest and insinuate many things; but the proof is generally wanting when they come to the test. Miss Freeman went to fetch the young lady, certainly;--and why not? Gossip was at fault, and Alrina resided quietly with her father and aunt. Whether Mr. Freeman intended to prevent his daughter from having any intercourse at all with young men of about her own age, or whether he had any objection to Frederick Morley individually, certain it is, that, as soon as he discovered their meetings, he contrived to confine his daughter to the house, by giving her some powerful narcotic . And, leaving her in the care of his sister, he went to Portagnes, to make arrangements for their removal to the house of Capt. Cooper, which was more calculated for seclusion and confinement than his own. The two men were well suited to each other, and played a good game. Capt. Cooper was bold, rough, and daring, and was the captain of a nice little vessel in which Mr. Freeman held a large share. And in this he would go across the water for contraband goods, and Mr. Freeman assisted him in disposing of them in some of the",41058,"Forfar, William Bentinck",PR,1871,male,Female,Gossip
4834,41126,opium,"the doctor--Don Jaime himself, his hair whitened by years and by sorrow, and his gray eyes glinting out from his deep swarth face like remote stars in an intolerant heaven. ""Todopoderoso Dio'!"" groaned Quesada, shuddering. ""Pity Felicidad indeed when he finds her!"" With a kind of desperation, in one jerk he tore the desired pages from the book, then hied himself quickly out of the room. ""It is a haunt of ghosts!"" he said almost superstitiously. He entered the doctor's laboratory. Here, from chests and racks and trays, he collected the relieving and remedial agents praised in the torn pages-- opium pills, preparations of starch and laudanum, ammonia, salt, powdered aromatic chalk, astringents and laxatives. Down in the cellar, he secured some cobwebbed bottles of old brandy and clear wine. He made several trips to his shaggy pony, picketed outside in the road. He secured what he had gathered in the canvas packs slung from the saddle. He left without once meeting the aged Teresa or again bothering the butler, Uncle Pedro. He returned up the hills through the passes and green corries. He shoved the horse ahead at a persistent canter, yet such was the grade and such the growing",41126,"Casey, Patrick ; Casey, Terence",PS,1918,,Male,Uncle Pedro
4836,41126,opium,"Her clothes were infected."" ""Oh, mia mamacita!"" wailed the lad, Gabriel, from his corner of the sick bay. ""Now I am all alone in the world and sick to die!"" The bandolero turned to him. ""Hush, nino!"" he said tenderly. ""You have still Jacinto Quesada to look after you!"" The boy quieted. Gratefully he looked up at the salteador with black eyes that smoldered in deep-sunken pits. When Carson, in the course of his rounds, offered him a preparation of cornstarch and milk to alleviate the pangs of his stomach, he swallowed it readily. ""It is not safe to use opium in any form in the cases of children,"" explained the American to Quesada. There was a sudden stir behind them. Coruncho Lopez, the picador, who had been nursing the sick, was taken with an unexpected and brutal seizure. He held his stomach and doubled up. In intense agony, he moaned, ""Water, water!"" Carson hurried out to draw fresh water. In the short wait the disease made astonishing progress on the man. His muscled frame jackknifed with acute cramps. By the time Carson returned with the water, his face had darkened to a purple hue, and the skin wrinkled up as",41126,"Casey, Patrick ; Casey, Terence",PS,1918,,Male,Coruncho Lopez
4838,41126,opium,"with heroic stubbornness. ""This Frenchman can't have so black a heart. Seguramente, no! He is but teasing me to test my caliber. If I must, rather than rob you, Alfonso, I shall pay the hawk!"" ""Eh?"" broke in the thin nasal voice of Ferou. Unaware, he had returned and overheard Morales' words. ""And you have changed your mind, Don Manuel? You are willing to pay? That is good! Now let me see; what was it you wanted?"" ""I think your joke a little cruel, Senor Ferou. I would have you give me a mild opiate."" ""Ah, yes; brandy and an opium pill. That will cost you now just one thousand pesetas! This wait, which you think such a cruel joke, Monsenor Morales, has cost you precisely five hundred pesetas more!"" The man was altogether inhuman. ""You hawk, you vulture of the slime, you blood-leech!"" execrated Morales in a furious voice that shook through his lungs like a hoarse wind. ""I shall rot in hell before ever I put one centesimo into your filthy claws!"" The Frenchman shrugged his shoulders. His face was stiff and livid with restrained bile. ""I leave you now, Don Manuel,"" he said with acid politeness, ""to visit",41126,"Casey, Patrick ; Casey, Terence",PS,1918,,Unknown,Anonymous
4840,41126,narcotic,"to Quesada himself, there was something poignantly reminiscent in this talk of tearing pages from one of the rare old books of the hidalgo doctor. ""He is still away,"" answered Quesada vaguely. The American looked up sharply from uncorking one of the cobwebbed bottles of wine. ""You left word?"" Quesada nodded constrainedly, as if against his will. He could not say Don Jaime must soon follow him up the mountains. He could not look at the girl. He feared overwhelmingly for Felicidad, once her father should arrive. He was afraid lest his Moorish eyes might betray him. Carson mixed a narcotic of the wine and a pinch of opium, and proffered it to the girl. ""It will relieve internal distress,"" he explained, ""and induce strength-building sleep."" They came out into the open--the bandolero and the American. ""How many dead?"" queried the former. ""Only three. Villarobledo, of course; a seven-month-old baby; and the widowed mother of the lad, Gabriel. She died two nights ago."" ""Not so bad,"" commented Quesada hopefully. ""No; but we got fully twenty sick, all stages. I must get these drugs up to them. They're suffering pitifully. On the way I can show you a bit of what we",41126,"Casey, Patrick ; Casey, Terence",PS,1918,,Male,Carson
4841,41126,narcotic,"lessened the ravages of the plague. The fact that the cholera has stricken you and Quesada and Carson is to them as a sign from on high. With the death of you three, they look for the lifting of the scourge. Sooner than aid your recovery, they would poison you!"" A fit of retching, sudden and violent, seized Morales. Ferou moved away. When Morales recovered from the griping vice of the fit, the Frenchman was proffering a cup of some darkish mixture to the convalescing banderillero on the matador's left hand. ""Here, Alfonso Robledo,"" he said quite loudly. ""Drink this narcotic , and you will sleep like a babe. It is only fine old brandy with a pinch of opium."" It was just the mild form of opiate Morales craved. Ferou looked over at the matador with the words. He was tormenting Morales with the afflictions of a Tantalus. He went down the lane between the platforms, most solicitously dosing each sufferer in turn. Behind the Frenchman's back, surreptitiously, the banderillero Alfonso Robledo proffered his opiate to Morales. Morales shook his head. ""I thank you a thousand times, my son,"" he said in a feeble husky whisper; ""but it is not",41126,"Casey, Patrick ; Casey, Terence",PS,1918,,Male,Alfonso Robledo
4842,41178,anodyne,"were thinking of their own boyhood, and the mischief which came to them from Fielding and Richardson and Smollett surreptitiously perused. Sir Anthony Absolute’s detestation of the circulating library survived in some provincial circles even when Sir Walter Scott had come to his own. The last forty years have altered things considerably, and though some men may pretend to despise novels, now-a-days they must take them into account. Wise and learned persons began to prescribe them, not only as a vehicle for the exhibition of wholesome but unattractive information, but as having a remedial value of their own. “The intellectual anodyne of the nineteenth century,” I remember that somebody called them--perhaps it was Sir Arthur Helps. It came about that those who had a secret and timid predilection for the story-book, but blushed a little if at Mudie’s counter they ventured to ask for a novel, found that their ordinary reading of Biography and Memoirs revealed some unsuspected sympathies of the illustrious and wise. Who would have thought that Darwin devoured novels and Dean Church did not disdain them, and that Mr. Gladstone sat up all night to finish _John Inglesant_? The respectable pater-familias has long ceased to proscribe novel reading,",41178,"Thorne, Guy",PR,1912,male,Male,Arthur Helps
4843,41178,anodyne,"other people are too utterly ignorant of either the Philosophy of Christianity or the Science of Sociology to understand in the least what the point of view of the protesters is. According to their temperament, they smile quietly and dismiss the subject, or bellow their disgust at such a subject being mentioned at all. “He who far off beholds another dancing, And all the time Hears not the music that he dances to, Thinks him a madman.” A party which has the fools at its back is always in the majority, and discussion is stifled, alarm is lulled by the anodyne of indifference and the great number of honest folk who call themselves both Patriots and Christians have no time to spare from fighting and squabbling for money--in order that the dishonest men may not get it all. Half-a-dozen problems of extreme national importance confront every thinking English man and woman in 1907. The air is thick with their stir and movement, and so great is the noise and reverberation of them that true “royalty” of “_inward_ happiness” seems a thing impossible and past by in these troubled times. Be that as it may, it is quite certain that one of",41178,"Thorne, Guy",PR,1912,male,Male,Anonymous
4844,41180,opium,"or caring much, as to why they should be his. Tom's tongue maintained a constant commentary on everything they passed; to talk was clearly one of his delights. What he said was interesting, and was given a grotesque vivacity by his snappy diction of the streets; but David shivered again and again at the knowledge he had where he should have had ignorance. The boy was erudite in the wickedness of this part of the city. That innocent-looking second-hand store, which was run by the fat old woman in the doorway, was in reality a ""fence;"" that laundry was an opium den; in the back of that brilliantly-lighted club-room, whose windows were labelled ""The Three Friends' Association,"" there was a gambling joint; that saloon was the hang-out of a gang of men and women thieves; in that music hall, through whose open door they glimpsed a dancer in a red knee-skirt doing the high kick, the girls got their brief admirers drunk and picked their pockets;--and so on, and on, missing nothing that he should not have known. At Chatham Square they turned into the Jewish quarter and shouldered homeward through narrow streets that from wall to wall were a distracting",41180,"Scott, Leroy",PS,1907,male,Female,Anonymous
4845,41332,morphine,"the Earl of Dreddlington, G. C. B.--Farewell to Yatton! 89 V. Mr. Titmouse's first introduction to very high life indeed.--A dinner with an Earl, in Grosvenor Square 134 VI. Mr. Titmouse at Yatton, and the splendid festivities attending his inauguration 170 VII. A gentleman in difficulties pondering his position and prospects; never despair.--The Attorney-General, and Mr. Weasel, special pleader.--Suspense and trepidation 209 VIII. Mr. Aubrey's interview with Mr. Gammon; followed by some philosophical reflections on life.--Messrs. Yahoo and Fitz-Snooks _versus_ Titmouse; and Gammon _versus_ them all.--Tippetiwink 251 IX. Titmouse become a great lion.--The Marquis Gants-Jaunes de Millefleurs; and the Reverend Morphine Velvet.--Mr. Titmouse presented at court after a slight accident to the Earl of Dreddlington 304 X. A drop of the golden shower falls on Mr. Tag-rag, who receives promotion.--Mr. Titmouse receives the Earl of Dreddlington and Lady Cecilia, the Marquis Gants-Jaunes de Millefleurs, Mr. Venom Tuft, and Mr. Gammon, at Yatton.--Mr. Gammon and the Earl of Dreddlington.--Sapping and Mining.--Lady Cecilia and her three lovers; with her father's masterly diplomacy in favor of one of them 345 XI. Mr. Aubrey in deep waters, where he meets with a companion.--News from Dr. Tatham 399 XII. A communication from Messrs. Quirk, Gammon, and",41332,"Warren, Samuel",PR,1906,male,Unknown (Proper Noun),Anonymous
4846,41332,morphine,"forms, ceremonies, and routine of business in the House; so Lady Cecilia was not remiss in availing herself, in her way, of the little opportunities which presented themselves. She invited him, for instance, one day early in the week, to accompany them to church on the ensuing Sunday, and during the interval gave out among her intimate friends that they might expect to see Mr. Titmouse in her papa's pew. The lion accepted the invitation; and, on the arrival of the appointed hour, might have been seen in the earl's carriage, driving to attend the afternoon's service, at the Reverend MORPHINE VELVET'S chapel--_Rosemary_ Chapel, near St. James's Square. 'Twas a fashionable chapel; a chapel _of Ease_: rightly so called, for it was a very _easy_ mode of worship, discipline, and doctrine that was there practised and inculcated. If I may adopt without irreverence the language of Scripture, but apply it very differently, I should say that Mr. Morphine Velvet's yoke was _very_ ""easy,"" his burden _very_ ""light."" He was a popular preacher; middle-aged; sleek, serene, solemn in his person and demeanor. He had a very gentlemanlike appearance in the pulpit and reading-desk. There was a sort of soothing, winning elegance and",41332,"Warren, Samuel",PR,1906,male,Unknown (Proper Noun),Anonymous
4848,41332,morphine,"that dear Mr. Velvet sent away his hearers overflowing with Christian sympathy; very well pleased with Mr. Velvet, but infinitely better pleased with themselves! The deep impression he had made, was evidenced by a note which he received that evening from the Duchess of Broadacre; most earnestly begging permission to copy his ""beautiful sermon,"" in order to send it to her sister, Lady Belle Almacks, who (through early dissipation) was ill of a decline at Naples. I may as well here mention, that about the time of which I am speaking, there came out an engraved portrait of ""the Rev. Morphine Velvet, M. A., Minister of Rosemary Chapel, St. James,"" and a very charming picture it was, representing the aforesaid Mr. Velvet in pulpit costume and attitude, with hands gracefully outstretched, and his face directed upward, with a heavenly expression; suggesting to you the possibility that some fine day, when his hearers least expected it, he might gently rise out of his pulpit into the air, like Stephen, with heaven open before him, and _be no more seen of men!_ Four or five carriages had to set down before that containing the Earl of Dreddlington, Lady Cecilia, and Mr. Titmouse, could",41332,"Warren, Samuel",PR,1906,male,Unknown (Proper Noun),Anonymous
4849,41338,opium,"be building my fortune out of them as others had built theirs before me. And the end of that boyish dream was this bed in a jail! * * * * * The next morning they hustled us all into court. I was crowded into the pen along with some of the numerous Smiths and Joneses who hadn't been able to secure bail the night before. These were disposed of first in the way of routine business, together with a few drunks and disorderlies. There were also in the pen some sickly-looking fellows who had been taken up for smoking opium in a Chinese cellar, a woman in whose house there had been a robbery, and a well-dressed man with a bandage over one eye. He must have been my neighbor of the bad head. The court room was pretty well jammed with these prisoners, the police officers, and a few loafers. The air smelled like a sewer, and the windows were foul with dirt. The judge was a good-looking, youngish man, with a curling black mustache, and he wore a diamond-studded circlet around his necktie. Behind the judge on the platform sat the young woman whose purse I was accused",41338,"Herrick, Robert",PS,1905,male,Female,Joneses
4850,41355,opium,"the wounded were sent as rapidly as possible to New Orleans. Ambulances were few at that time in the Department of the Gulf, and Colburne found the heavy, springless army-wagon which conveyed him to Springfield Landing a chariot of torture. His arm was swollen to twice its natural size from the knuckles to the elbow. Nature had set to work with her tormenting remedies of inflammation and suppuration to extract the sharp slivers of bone which still hid in the wound notwithstanding the searching finger and probe of the Surgeon. During the night previous to this journey neither whiskey nor opium could enable him to sleep, and he could only escape from his painful self-consciousness by drenching himself with chloroform. But this morning he almost forgot his own sensations in pity and awe of the multitudinous agony which bore him company. So nearly supernatural in its horror was the burden of anguish which filled that long train of jolting wagons that it seemed at times to his fevered imagination as if he were out of the world, and journeying in the realms of eternal torment. The sluggish current of suffering groaned and wailed its way on board the steam transport, spreading",41355,"De Forest, John William",PS,1857,male,Male,Nature
4851,41355,opium,"""My dear friend!"" exclaimed the Doctor, rushing into the room; but the moment that he saw the Captain he stopped in surprise and dismay. ""Don't get up,"" he said. ""Don't stir. Bless me! how long have you been in this way?"" ""Only a little while--a month or two,"" answered Colburne with his customary cheerful smile. ""Soon be all right again. Sit down."" He was stretched at full length on his bed, evidently quite feeble, his eyes underscored with lines of blueish yellow, his face sallow and features sharpened. The eyes themselves were heavy and dull with the effects of the opium which he had taken to enable him to undergo the day's journey. Besides his long brown mustache, which had become ragged with want of care, he had on a beard of three weeks' growth; and his face and hands were stained with the dust and smirch of two days' continuous railroad travel, which he had not yet had time to wash away--in fact, as soon as he had reached his room he had thrown himself on the bed and fallen asleep. His only clothing was a summer blouse of dark blue flannel, a common soldier's shirt of knit woolen, Government",41355,"De Forest, John William",PS,1857,male,Male,Colburne
4852,41355,opium,"offences? It was the Major's interest to get him out of his own way."" ""Those were condoned by the acceptance of his resignation. Gazaway died officially with full absolution; and then was born again in his reappointment. He could go to work with clean hands to let substitutes escape for five hundred dollars a-piece, while the sergeant who allowed the man to dodge him got fifty. Isn't it a beautiful story?"" ""Shocking! But this is doing you harm. You don't need talk--you need sleep. I have brought you a dose to make you hold your tongue till to-morrow morning."" ""Oh, opium . I have been living on it for the last forty-eight hours--the last week."" ""Twelve more hours won't hurt you. You must stop thinking and feeling. I tell you honestly that I never saw you in such a feverish state of excitation when you were wounded. You talk in a manner quite unlike yourself."" ""Very well,"" said Colburne with a long-drawn sigh, as if resigning himself by an effort to the repugnant idea of repose. Here we may as well turn off Lieutenant-Colonel Gazaway, since he will not be executed by any act of civil or military justice. Removed at",41355,"De Forest, John William",PS,1857,male,Unknown,Anonymous
4853,41355,morphine,"which is weakening him still more. No immediate danger, you understand; but the case is certainly a very delicate and uncertain one. So many of these noble fellows die after they get home! I wouldn't be so anxious, only that he thinks he has a vast quantity of company business on hand which must be attended to at once."" ""Can't we do it, or some of it, for him?"" ""Perhaps so. I dare say. Yes, I think it likely. But now let us hurry down. I want to order something suitable for his dinner. I must buy a dose of morphine , too, that will make him sleep till to-morrow morning. He _must_ sleep, or he won't live."" ""Oh, papa! I hope you didn't talk that way to _him_. You are enough to frighten patients into the other world, you are always so anxious about them."" ""Not much danger of frightening him,"" groaned the Doctor. ""I wish he could be scared--just a little--just enough to keep him quiet."" After dinner the Doctor saw Colburne again. He had bathed, had gone to bed, and had an opiated doze, but was still in his state of fevered nervousness, and showed it, unconsciously to",41355,"De Forest, John William",PS,1857,male,Male,Colburne
4854,41355,morphine,"seen from a worldly point of view. Fearing to disturb Colburne's slumbers, Ravenel did not visit him again until nine o'clock on the following morning. He found him dressed, and looking over a mass of company records, preparatory to commencing his muster-out roll. ""You ought not to do that,"" said the Doctor. ""You are very feverish and weak. All the strength you have is from opiates, and you tax your brain fearfully by driving it on such fuel."" ""But it must be done, Doctor,"" he said with a scowl, as if trying to see clearly through clouds of fever and morphine . ""It is an awful job,"" he added with a sigh. ""Just see what it is. I must have the name of every officer and man that ever belonged to the company--where, when, and by whom enlisted--where, when, and by whom mustered in--when and by whom last paid--what bounty paid and what bounty due--balance of clothing account--stoppages of all sorts--facts and dates of every promotion and reduction, discharge, death and desertion--number and date of every important order. Five copies! Why don't they demand five hundred? Upon my soul, it doesn't seem as if I could do it."" ""Why not make",41355,"De Forest, John William",PS,1857,male,Male,Colburne
4855,41418,anodyne,"love for a pure woman, and all these are bartered every day for the smile of a coquette, or the empty vanity of an hour. When it is too late, there is something very piteous in that longing of human nature for the good and the true, which causes it to accept, with its eyes open, the false and the bad. A second marriage, when the first had been a failure, was described by a well-known wit as ""the triumph of hope over experience;"" surely the grasping at a shadow, when the substance has proved unattainable, may be called the anodyne of illusion for despair. ""I only ask to be happy and to have every thing my own way,"" is the unreasonable outcry of youth, embarking on a summer-sea with fair wind and hopeful promise, though the golden islands are yet, as they ever will be throughout the voyage, below the horizon, and the safe anchorage of thoughtless childhood is already far on the lee. ""I have a right to be happy!"" shouts manhood in stern defiance and rebellion, when the waves are rising and the storm darkens around, while he ploughs his way towards his aim by dint of ceaseless",41418,"Whyte-Melville, G. J. (George John)",PR,1871,male,Unknown,Anonymous
4856,41440,paregoric,"finding ready purchasers for them. The puppy, tawny and roughish as to coat, having one ear that stuck up while the other lopped, and the keenest of eyes, after licking the face and the long-lashed lids of the child without getting a response, tumbled to the edge of the table and began wagging his ridiculous rat tail and making friendly advances to the men. Seeing that even the puppy's rough caresses did not waken the baby, Gilbert raised one of the eyelids gently, and then after holding his face close, whispered to 'Lisha: ""Just as I thought, she's drugged with paregoric ; we'll have to rouse her even if she is scared of us and makes a time. I well remember how it was with Marygold when sister Pegrim, not having her glasses, gave her a large instead of a small spoon of cough syrup by mistake. I'll wash her face and see if I can't liven her up. Just pull that rocker over here, 'Lisha, and give me the tin basin of water."" As he talked, Gilbert was undoing the coat and cap from which came the head of a child of about a year, covered with a mass of",41440,"Wright, Mabel Osgood",PS,1909,female,Female,Anonymous
4857,41490,opium,"smoker breathed more white vapour into the slowly moving and rising tide,--""This is the peace of the land of Proserpina, the faultless content of perfect possession. Philistinism is not without honour, for behold! it has conceived and brought forth--the Decadence."" ""_Non sentir m'e gran ventura Porò non mi distar: deh! parla basso!_"" said Aurelian, softly. ""It is only a dream after all, even a dream of the land of endless afternoon. There is lotos mingled with the tobacco, but we wake easily."" A deeper voice came from a motionless figure prone on a tiger skin before the crumbling fire. "" Opium and Burgundy are not faultless substitutes for the true lotos after all, but--they do very well--for the time."" Murmurs of inarticulate assent rose and faded in the opium-heavy air, and then the smoke grew still again. Now and then a bit of wood fell in the fireplace. Aurelian's narghileh gurgled and sighed in slow cadence. These things were only a modulation of the silence. The room was vast and dim, seemingly without bounds, save on that side where the violet flames of a drift-wood fire flickered quiveringly, making a centre, a concentration of dull light; for the rest, a mysterious",41490,"Cram, Ralph Adams",PS,1893,male,Unknown (Proper Noun),Anonymous
4859,41490,opium,"slow cadence. These things were only a modulation of the silence. The room was vast and dim, seemingly without bounds, save on that side where the violet flames of a drift-wood fire flickered quiveringly, making a centre, a concentration of dull light; for the rest, a mysterious wilderness of rugs and divans, Indian chairs and hammocks, where silent figures lay darkly, each a primal cause of one of the many thin streams of smoke that curled heavily upward;--smoke from strange and curious pipes from Lahore and Gualior; small sensitive pipes from Japan; here and there the short thick stems of opium -pipes, and by the motionless Mexican hammock a splendid and wonderful hookah with writhing stem. As the thin flames of the dying fire flashed into some sudden brightness, they revealed details unseen in the general gloom,--a vast and precious missal gorgeous with scarlet and gold and purple illumination, open, on a carved oak lectern, spoil of some Spanish monastery; the golden gloom of a Giovanni Bellini reft from its home in Venice, and as yet unransomed; the glint of twisted and gilded glass in an ebony cabinet; great folios and quartos in ancient bindings of vellum and ivory and old",41490,"Cram, Ralph Adams",PS,1893,male,Unknown,Anonymous
4860,41490,opium,"a Giovanni Bellini reft from its home in Venice, and as yet unransomed; the glint of twisted and gilded glass in an ebony cabinet; great folios and quartos in ancient bindings of vellum and ivory and old calf-skin, heavily tooled with gold, and with silver and jewelled medallions and clasps, stacked in heaps in careless indifference; the flash and sparkle of a cabinet of gems, the red splendour of old lacquer; the green mystery of wrought jade. And everywhere a heavy atmosphere that lay on the chest like a strange yet desirable dream; the warm, sick odour of tobacco and opium , striving with the perfume of sandal-wood, and of roses that drooped and fluttered in pieces in the hot air. Around a brazier of green bronze, on the floor, before the fire, lay the three men who were gently breathing in the bland opium, their dark figures radiating from the queer brazier wrought of two ugly dragons chasing each other around a great globe of Japanese chrystal, the firelight gleaming on the tall glasses of champagne where the little column of gold bubbles rose steadily. The fire fell together, and a leaping flame cast a fitful light on heavy tapestry",41490,"Cram, Ralph Adams",PS,1893,male,Unknown,Anonymous
4862,41490,opium,"would do--here? Isn't there rather too much to agitate?"" ""Yes, and for that reason I will let him come; as it is, this is almost stagnation. He will amuse me, I feel,--I feel, that in a little while, I--might be bored."" Eveleth sank back resignedly and not without curiosity. Aurelian nodded, and the servant glided away. * * * * * ""Hello, Aurelian!"" The words were like a stone dashed in the midst of a pool of brown water, still, under willows. Wentworth, looking like a Napoleonic _revenant_, shivered into wakefulness; Eveleth sat bolt upright with a start; even the opium -smokers, all but Enderby, turned their heavy heads, wakened from mysterious dreams. The new-comer stopped in the door and stared,--stared mightily. He coughed and blinked in the smoky air. It was the clash of East and West, of a fictitious, exotic East, of a commonplace, hard-headed, practical West. ""Where are you?"" McCann cried loudly, making his way through the twilight toward the sound of Aurelian's voice. ""I'm glad to see you at last,"" he said doubtfully, ""but I'm not quite used to this sort of thing, you know; I feel as though I had drank too much."" His eyes fell",41490,"Cram, Ralph Adams",PS,1893,male,Male,Enderby
4863,41490,opium,"me, accept my hospitality; it will strengthen you for your fight with the windmill that forces the wind of God to grind men and women like grain. In the mean time, it is still the youth of the night, so I will give you more wine--or your favourite beer if you like; I have some good Bavarian. Those four decadents and the poor agnostic there on the floor are happy. I never take the black smoke myself, nor any of you: wise, all of you, but God forbid that I should refuse any guest of mine aught! They, sleeping in opium -dreams, have chosen their way. We will choose another for ourselves."" III. The night had grown old unnoticed, and now in the first dim twilight of coming dawn Aurelian and McCann were sitting on the wide terrace that stretched along the south side of the great house, smoking lazily and drinking the fine rare wines that Aurelian treasured as he treasured his precious books. Not far away the nightingales were singing in the thick wood; other sound there was none save the sweet rustle and stir of the awakening trees under the first thin wind of morning. At first McCann",41490,"Cram, Ralph Adams",PS,1893,male,Unknown,Anonymous
4864,41490,opium,"the first dim twilight of coming dawn Aurelian and McCann were sitting on the wide terrace that stretched along the south side of the great house, smoking lazily and drinking the fine rare wines that Aurelian treasured as he treasured his precious books. Not far away the nightingales were singing in the thick wood; other sound there was none save the sweet rustle and stir of the awakening trees under the first thin wind of morning. At first McCann had raged inwardly at everything,--at the crowded treasures of art that filled the castle-like house, at the dominant luxury, at the opium , the wine, at all the unfamiliar splendour that surrounded Aurelian. He sat now listening unappreciatively to Aurelian's quiet voice discoursing lovingly of the Romanée Conti, which he himself could not have told from Mâcon. ""There are not two dozen of this vintage in America outside of my own cellars,"" Aurelian had said, and the poor agitator heard him miserably. He did remember, indeed, when a slim glass of amber Madeira was placed on the Indian table by his side and its name given him, that some one had once told him that Constitution Madeira was last quoted in New",41490,"Cram, Ralph Adams",PS,1893,male,Male,Aurelian
4865,41490,opium,"knees, gazing at him with soft eyes. Aurelian stroked its nose gently. ""Malcolm,"" he said, ""if you persist you will fail, either broken by the power you attack or through creating a condition more evil, more intolerable still. There is a depth of fall below the point the nineteenth century has now reached, and until that destiny is accomplished, you are helpless."" ""You break my heart, Aurelian,"" said McCann, sadly. ""When I went away you promised to fight with me in the battle for reform. I thought you understood me, followed me. And now--you lapse into awful luxury and vice,-- opium and things. This is pretty bad, you force me to call you a recreant; here on the very eve of battle you forsake the cause, you go over to the enemy; and worse, you are a traitor, for you debauch my men,--you have North now in there drugged with opium. Last of all, you try to tempt me, you urge me to give up the fight; but I am not a deserter."" ""Malcolm, dear boy, I don't deserve quite all of that,"" said Aurelian, gently. ""Yes, I have deserted as you say, for I see more clearly than you; the",41490,"Cram, Ralph Adams",PS,1893,male,Unknown,Anonymous
4867,41490,opium,"the shadow of the end. But for us, in the meanness of our fall, we have no rags of art wherewith to cover our nakedness. Wagner is dead, and Turner and Rossetti; Burne-Jones and Watts will go soon, and Pater will follow Newman and Arnold. The night is at hand."" He lifted a small hammer and struck a velvet-voiced bell that stood on the Arabian table of cedar inlaid with nacre and ivory. Murad came out of the darkness, and at a gesture from Aurelian filled the great hookah of jade and amber with the tobacco mingled with honey and opium and cinnamon, placed a bright coal in the cup, and gave the curling stem wound with gold thread to his master. Malcolm watched it all as in a midsummer dream; for once he was succumbing to the subtle influences that were seducing his yielding senses. He could not reply to Aurelian, he lacked now even the desire. The slow and musical voice, so delicately cadenced, had grown infinitely pleasing to his unfamiliar ears, strangely fascinating in its mellow charm. Wondering, he found himself yielding to it,--at first defiantly, then sulkily, then with careless enjoyment, forgetful of everything save his new",41490,"Cram, Ralph Adams",PS,1893,male,Male,Malcolm
